"","x"
"771",4.99117941403824e-09
"772",3.7731831948715e-09
"773",5.12710912045679e-09
"774",7.20420534130142e-08
"775",3.14897444595151e-08
"776",5.14137369395216e-09
"777",1.47805685917136e-08
"778",6.36046338548827e-08
"779",3.3845378468259e-09
"780",4.48794528553234e-09
"781",6.23420599416982e-09
"782",8.56490631524525e-09
"783",4.87646996006202e-09
"784",2.7137692917221e-08
"785",9.11308525095024e-09
"786",5.29316804338266e-09
"787",4.7327457675805e-08
"788",8.78842473524357e-09
"789",3.56383692258467e-09
"790",9.40013079892614e-08
"791",4.78416230476331e-09
"792",6.35424030295346e-09
"793",3.64490917965207e-08
"794",4.49423778626319e-09
"795",8.45157072237662e-08
"796",9.30129106479019e-09
"797",4.56020695110829e-09
"798",6.12442439570393e-08
"799",8.38420607427207e-09
"800",4.59593089200069e-08
"801",3.75965010349217e-08
"802",7.55240334572584e-09
"803",9.16529385149429e-09
"804",7.18246323999491e-08
"805",5.98187532736316e-08
"806",1.18439715559877e-08
"807",8.52126122763835e-09
"808",6.18048203729029e-09
"809",4.83852295307241e-09
"810",6.32639720142303e-08
"811",4.67266988733479e-09
"812",6.71837568933742e-08
"813",1.06852287133845e-08
"814",4.45702757778481e-09
"815",2.20149558233236e-08
"816",8.18152242935647e-09
"817",4.36766861969573e-09
"818",3.27386450828964e-08
"819",4.22366977063922e-09
"820",3.09139847974299e-09
"821",5.78015849561582e-08
"822",7.94787607402099e-09
"823",5.20997261098737e-09
"824",5.91869627713704e-08
"825",4.07512675080121e-09
"826",3.12712375115525e-08
"827",8.52999649158372e-08
"828",4.13889933572704e-09
"829",4.36660501001384e-08
"830",5.656640611884e-08
"831",6.37807257020016e-08
"832",1.74055393693878e-08
